question,answer_llm,answer_orig,document
"Is it okay to use Go, Rust, Java, Scala, C# or R for the capstone project, or should I stick to Python?","Yes, but **Python is strongly preferred**.

According to the course guidance, using another language like **Go, Rust, Java, Scala, C#, or R** is technically possible for the capstone project, but you should only do it if you have a **strong reason**. The course materials and reviewer expectations are **Python-based**, so Python is the easiest and safest choice.

If you do use another language, make sure your documentation is **very thorough** and explains how to install dependencies and run the project on **Windows, macOS, and Linux**.

So: **stick to Python unless you have a strong reason not to.**","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I submit a non-Python project, what do I need to put in the README so the reviewer can run it?","Your README should be very thorough and explain how to install dependencies and run the project on Windows, macOS, and Linux. Include exact steps like how to build/run it, for example:

```bash
go mod tidy
go run .
```

The reviewer should be able to clone the repo and reproduce everything from scratch using their own credentials.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Would the reviewers accept a project built with a different stack, and what makes it harder for them?","Yes, they can use a different stack, but only if they have a strong reason. It’s harder for reviewers because a non-Python stack makes reproducibility and review harder, and reviewers may not know that language or ecosystem.

To make it acceptable, the documentation must be very thorough:
- explain how to install dependencies
- explain how to run it on Windows, macOS, and Linux
- make it easy to reproduce and evaluate

","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"For a non-Python homework submission, how detailed should the install and run instructions be for Windows, macOS, and Linux?","Your README should be **very thorough** and explain **how to install dependencies and run the homework/project on Windows, macOS, and Linux**.

For example, it should be detailed enough that a reviewer with **no knowledge of that language or ecosystem** can reproduce it easily. The context gives a Go example at this level:

```bash
go mod tidy
go run .
```

So the instructions should be **step-by-step, platform-specific, and easy to follow**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where do I check out past LLM Zoomcamp capstone projects?,"You can check out past LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with previous LLM Zoomcamp project submissions I can look at?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I see examples of projects from earlier LLM Zoomcamp cohorts?,"Yes — you can browse earlier LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Where are the 2024 and 2025 LLM Zoomcamp project repositories listed?,"The 2024 and 2025 LLM Zoomcamp project repositories are listed here:

- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
"I want to understand the expected scope for the capstone project, where can I find past submissions?","You can find previous capstone submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do I need to announce or reserve my capstone project idea before I start working on it?,"No. You do not need to announce or reserve your project idea before starting. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"If I already have a project topic in mind, do I have to check in or reserve it somewhere first?",No. You do not need to announce or reserve your project idea before starting.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Can I ask for feedback on my project idea in Slack, or should I just begin without saying anything?","Yes — if you want feedback, you can ask in Slack. You do **not** need to announce or reserve your project idea before starting.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Is it okay if my capstone project is on a topic similar to one from a previous year?,Yes — similar topics are okay as long as your implementation is your own and your submission meets the project requirements.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Where can I look at past capstone projects to get a better idea of the expected scope?,"You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I make my capstone as a Telegram bot or WhatsApp bot instead of a web app?,"Yes. You can use any interface for your project, including a Telegram or WhatsApp bot instead of a web app. There are no strict guidelines on the user interface, as long as the project meets the evaluation criteria.

Note that the course doesn’t teach how to build those interfaces, so you’ll need to figure that part out on your own.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Is there any required interface for the project, or can I choose whatever works for my idea?","Yes — there is no required interface.

You can choose whatever fits your idea: a web app, CLI, Telegram or WhatsApp bot, Slack app, notebook, or something else. The only requirement is that it meets the project evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Would a CLI, Slack app, or notebook be acceptable for the capstone submission?","Yes. A CLI, Slack app, or notebook would be acceptable for the capstone submission, as the course says you can use any interface you want — including a CLI, Slack app, notebook, web app, Telegram/WhatsApp bot, or anything else — as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Does the course expect us to learn how to build the interface itself, or is that up to us?","The course doesn’t teach how to build the interface itself. You can use any interface you want for your project, but you’ll need to figure out how to build it on your own.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"As long as the project passes the evaluation criteria, can I present it through any user-facing tool?","Yes. You can present it through any interface — web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, or anything else — as long as the project meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
What’s a good tool for pulling text out of PDFs for a RAG app?,"A good option is **docling** — it converts PDFs into structured Markdown/JSON and is well-suited for RAG.

Other solid choices from the course context are:

- **PyMuPDF / pymupdf4llm** — fast text extraction, can output Markdown
- **unstructured** — handles many document types and layouts
- **pytesseract** — if the PDF is scanned/image-based and needs OCR
- **Hosted OCR** like **Mistral OCR** — if you prefer an API instead of running OCR locally

The best choice depends on your documents, so it’s worth trying a couple on a sample of your PDFs.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"If my PDFs are scanned and don’t have a text layer, what can I use to extract the text?","If your PDFs are scanned and don’t have a text layer, you can use **pytesseract (Tesseract OCR)** to extract the text.

If you’d rather use a service instead of running OCR locally, the context also mentions **hosted OCR like Mistral OCR**.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Does the course recommend one specific PDF extraction library for RAG, or can I pick whatever works best?","You can pick whatever works best for your data — the course does **not** prescribe one specific PDF extraction library for RAG.

It suggests a few common options you can try, like:
- **docling**
- **PyMuPDF / pymupdf4llm**
- **unstructured**
- **pytesseract** for scanned PDFs
- hosted OCR like **Mistral OCR**

The recommendation is to test a couple on a sample of your documents and use the one that gives the cleanest text.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
What are some alternatives to OCR if I want to turn documents into text or Markdown for retrieval?,"Some good alternatives to OCR for turning documents into text or Markdown are:

- **docling** — converts PDFs and other docs into structured Markdown/JSON, which is good for RAG.
- **pymupdf4llm / PyMuPDF** — fast text extraction with Markdown output.
- **unstructured** — handles many document types and layouts.
- **Hosted OCR APIs** like **Mistral OCR** — if you prefer an API instead of running OCR locally.

If your PDFs already have a text layer, tools like **docling**, **PyMuPDF**, or **unstructured** may work well without OCR. For scanned/image-based PDFs, OCR tools like **pytesseract** are still needed.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Which tool should I try first for parsing messy PDFs and documents before chunking them for RAG?,"Try **`pymupdf4llm`** first.

It’s called out as a **fast, decent-quality** option for parsing PDFs into clean Markdown before chunking, which makes it a good first baseline for RAG. If your PDFs have lots of **tables/figures** or are especially messy, then **Docling** is worth trying next because it’s higher quality on those, though slower.

If you want, I can also suggest a quick “try these in order” workflow for your document type.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Can I use the workshop stuff in my own capstone project?,"Yes — you can use the workshop content/tools in your own capstone project. Since dlt is open-source, the workshop materials can be used directly in projects, including capstone work.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Is it okay to reuse this dlt workshop content for other Zoomcamp projects too?,"Yes — it’s okay to reuse the dlt workshop content for other Zoomcamp projects too. The workshop notes say dlt is open-source, and you can use it directly in your projects, including other Zoomcamps like the MLOps Zoomcamp.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Can I take the materials from this workshop and apply them to my own work?,"Yes — since the workshop content is open-source, you can use it in your own projects, and even share or adapt it for things like a capstone or other Zoomcamp work. Feel free to use it directly and ask questions if needed.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Since dlt is open source, can I build on this workshop in my project?","Yes. Since dlt is open source, you can build on it for your own project and use the workshop content directly. Feel free to use it for a capstone or other projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Am I allowed to ask questions and use the workshop content directly in my projects?,"Yes — you can ask questions and use the workshop content directly in your projects. The workshop material is open-source, and the goal is to make it easy to load and store data, so using it in your own projects is allowed.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I create a new dlt project for loading data from cloud storage?,"Create a new dlt project by running:

```bash
dlt init filesystem duckdb
```

This is the recommended setup for loading data from cloud storage. More details are available in the dlt filesystem tutorial on dlthub.com.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What is the command to start a fresh dlt filesystem to duckdb pipeline?,"The command is:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"If I want to load files from cloud, how should I initialize dlt?","Initialize it with:

```bash
dlt init filesystem duckdb
```

This is the recommended setup for loading from cloud/filesystem.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Which dlt init command should I run for a filesystem source and DuckDB destination?,"Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Where do I begin when setting up a dlt project for cloud file ingestion?,"Start by running:

```bash
dlt init filesystem duckdb
```

That’s the recommended way to set up a new dlt project for loading from cloud files. More details are available in the dlt filesystem tutorial on dlthub.com.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"Why do I get `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?","Because not all occurrences of the old table name were updated in your pipeline settings. The context says this error usually means you still have some `""employee_handbook""` references that need to be changed to `""homework""`.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
What should I check if `db.create_table(...)` says the table is missing even though my pipeline ran?,"Check whether you changed **all** instances of `""employee_handbook""` to `""homework""` in your pipeline settings. If not, the table name can still point to the old name even though the pipeline ran.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Could this error happen if I only renamed part of the pipeline from `employee_handbook` to `homework`?,Yes — the error could happen if you renamed only part of the pipeline. The context says this error indicates that you have not changed all instances of `employee_handbook` to `homework` in your pipeline settings.,"The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,"The fix is to make sure you changed **all instances of `employee_handbook` to `homework`** in your pipeline settings.

If you’re opening the table, use:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If it still fails, the table name likely wasn’t updated consistently elsewhere in the pipeline.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
What is the reason `notion_pages___homework` is not being created in my pipeline?,"The reason is that you haven’t changed all instances of **`employee_handbook`** to **`homework`** in your pipeline settings.

","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"Why do I get FileNotFoundError for notion_pages___homework in main(), and how do I fix it?","You get that `FileNotFoundError` because `main()` is trying to open a table that doesn’t exist yet, or it’s opening the wrong table name.

The fix is to open the correct table:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

So check line 3 in `main()` and make sure you are using `notion_pages___homework` exactly.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
What table name should I open in line 3 if db.create_table says notion_pages___homework is missing?,"Open this table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
I'm seeing Table notion_pages___homework does not exist. What should db.open_table use here?,"Use:

```python
db.open_table(""notion_pages___homework"")
```

If that table still doesn’t exist, the context says you likely still have `""employee_handbook""` in some pipeline settings, so make sure all instances were changed to `""homework""`.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How can I stop the FileNotFoundError about notion_pages___homework when running the homework code?,"Make sure you changed all instances of `""employee_handbook""` to `""homework""` in your pipeline settings. That error means the table was never created with the homework name, so `notion_pages___homework` doesn’t exist yet.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"In the dlt workshop homework, what is the correct table to open instead of the one causing the error?","The correct table to open is:

```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How can I list all tables that are currently in the database?,You can use the `db.table_names()` method to list all tables currently in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Is there a quick way to see what tables the db has?,Yes — use `db.table_names()` to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
What method should I use to check the table names in the database?,Use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
How do I find out which tables are available in the db?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Can I get a list of all database tables with db.table_names()?,Yes — you can use `db.table_names()` to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
"Does DLT support ClickHouse or StarRocks right now, or are those connectors still missing?","Currently, DLT does **not** have connectors for **ClickHouse** or **StarRocks**. Those connectors are still missing, though the project is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Can I use DLT to load data into ClickHouse or StarRocks yet?,"Currently, DLT does not have connectors for ClickHouse or StarRocks yet. It is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Are there any official DLT connectors for ClickHouse and StarRocks?,"Currently, dlt does not have official connectors for ClickHouse or StarRocks. It is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"If DLT does not support ClickHouse or StarRocks, can the community add them?","Yes. The context says DLT does not currently have connectors for ClickHouse or StarRocks, but it is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Is there a way to contribute a ClickHouse or StarRocks connector to DLT?,"Currently, DLT does not have connectors for ClickHouse or StarRocks, but it is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Why am I getting a 401 Unauthorized when my notebook calls the Notion search API?,"A 401 Unauthorized usually means the notebook is not authenticated properly with the Notion API.

Based on the context, check these:

1. Make sure you’re using the correct Notion API key.
2. Verify the key has the right permissions.
3. Confirm the API endpoint is correct: `https://api.notion.com/v1/search`
4. Check whether the token has expired and regenerate it if needed.
5. Double-check your access/configuration settings in the notebook.

If it still fails, review the Notion API docs and your authentication setup.

","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
What should I check first if the notebook says it does not have secret access for api.notion.com/v1/search?,"First, check your **API key / Notion authorization**. The error usually means the notebook does not have the correct secret or permissions for the Notion API.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
